company,title,location,remote_type,department,employment_type,experience_min,experience_max,posted_date,apply_url,first_seen_at
Arieotech,Microsoft.NET,India,,,,,,,https://www.arieotech.com/careers,2026-07-12T15:52:29.807749
Arieotech,Microsoft.NET,India,,,,,,,https://www.arieotech.com/about-us/,2026-07-12T15:52:29.807749
BoTree Technologies Pvt. Ltd.,Delivery Manager - IFS,India,,,,,,,https://tix.hiringbull.com/CareerSite/Jobs/Detail/5361?Source=Corporate,2026-07-12T15:52:29.807749
Mindrops,Job Profile : Business Development Associate,India,,,,,,,https://www.mindrops.com/cdn-cgi/l/email-protection#e68e94a68b8f888294899695c885898b,2026-07-12T15:52:29.807749
Mindrops,Job Profile : IT Project Manager / Coordinator,India,,,,,,,https://www.mindrops.com/cdn-cgi/l/email-protection#563e24163b3f3832243926257835393b,2026-07-12T15:52:29.807749
NVIDIA,"Senior Project Manager, PE","Israel, Yokneam",,,,,,2026-07-12T15:53:12.505200,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Project-Manager--PE_JR2012608,2026-07-12T15:52:29.807749
Neuronimbus,Android Developer – Native TV/Panel Applications,India,,,,,,,https://neuronimbus.itsneobot.com/job-details/207,2026-07-12T15:52:29.807749
Neuronimbus,Cloud & Infrastructure Sales Executive,India,,,,,,,https://neuronimbus.itsneobot.com/job-details/211,2026-07-12T15:52:29.807749
Neuronimbus,Databricks/Snowflake Developers,India,,,,,,,https://neuronimbus.itsneobot.com/job-details/213,2026-07-12T15:52:29.807749
Neuronimbus,Marketing Associate,India,,,,,,,https://neuronimbus.itsneobot.com/job-details/209,2026-07-12T15:52:29.807749
Polestar Tech Consultancy,Business Development Executieve (BDE),India,,,,,,,https://polestartechno.com/cdn-cgi/l/email-protection#01697341716e6d6472756073756462696f6e2f626e6c3e7274636b6462753c4071716d7821676e732143454421716e7275,2026-07-12T15:52:29.807749
Polestar Tech Consultancy,PHP Developer (CodeIgniter),India,,,,,,,https://polestartechno.com/cdn-cgi/l/email-protection#026a7042726d6e67717663707667616a6c6d2c616d6f3d717760686761763f4372726e7b22646d7022416d66674b656c6b76677022466774676e6d726770,2026-07-12T15:52:29.807749
Polestar Tech Consultancy,PHP Developer (Laravel),India,,,,,,,https://polestartechno.com/cdn-cgi/l/email-protection#29415b695946454c5a5d485b5d4c4a414746074a4644165a5c4b434c4a5d146859594550094f465b0965485b485f4c45096d4c5f4c4546594c5b,2026-07-12T15:52:29.807749
Polestar Tech Consultancy,SEO Expert,India,,,,,,,https://polestartechno.com/cdn-cgi/l/email-protection#254d5765554a4940565144575140464d4b4a0b464a481a5650474f40465118645555495c05434a570576606a05605d55405751,2026-07-12T15:52:29.807749
Python India,SAP EWM Consultant,"Job Department BA (1) BD (2) Delivery (2) IT (3) IT/DevOps (1) JS (1) PM (2) Python (1) SAP (3) Job Location Bangalore Chennai Gurgaon Mumbai Pune, India",,,,,,,https://www.pythonindia.in/job-details.php?Job-00712,2026-07-12T15:52:29.807749
Silicon Signals Pvt. Ltd.,[email protected],India,,,,,,,https://siliconsignals.io/cdn-cgi/l/email-protection#442d2a222b04372d282d272b2a372d232a2528376a2d2b,2026-07-12T15:52:29.807749
Silicon Signals Pvt. Ltd.,[email protected],India,,,,,,,https://siliconsignals.io/cdn-cgi/l/email-protection#88fbe9e4edfbc8fbe1e4e1ebe7e6fbe1efe6e9e4fba6e1e7,2026-07-12T15:52:29.807749
Silicon Signals Pvt. Ltd.,[email protected],India,,,,,,,https://siliconsignals.io/cdn-cgi/l/email-protection#6d05041f04030a2d1e0401040e02031e040a030c011e430402,2026-07-12T15:52:29.807749
Target,Senior Designer Kids Home,"1000 Nicollet Mall, Minneapolis,MN 55403-2542",,,,,,2026-07-12T15:53:12.925214,https://target.wd5.myworkdayjobs.com/en-US/targetcareers/job/1000-Nicollet-Mall-MinneapolisMN-55403-2542/Senior-Designer-Kids-Home_R0000439852,2026-07-12T15:52:29.807749
